pole_id,bus,feeder,bus_type,phase_count,phase_type,pole_height_ft,pole_height_m,longitude,latitude,depth_in_tree,parent_bus,parent_pole_id,span_ft_to_parent,span_m_to_parent,spacing_template
P1148,m1069328,S2,m,1,1-phase,35,10.67,-119.1784768,46.672806,73,l3232301,P1143,48.4,14.75,1p_1/0_axnj_db_C
P1149,l2879752,S2,l,1,1-phase,35,10.67,-119.1489922,46.60363668,73,l3142078,P1144,442.1,134.75,1ph-x4_acsrx4_acsr_B
P1150,l3143999,S2,l,3,3-phase,40,12.19,-119.1784769,46.673462,74,m1069350,P1146,9.7,2.96,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1151,p827564,S2,p,1,1-phase,35,10.67,-119.1775178,46.67307886,74,m1069335,P1147,38.8,11.83,1ph-xx2_acsr2_acsr_C
P1152,m1069249,S2,m,1,1-phase,35,10.67,-119.1759875,46.66832422,74,n1139251,,572.7,174.56,1p_1/0_axnj_db_C
P1153,l2763811,S2,l,1,1-phase,35,10.67,-119.1810249,46.67312478,74,m1069328,P1148,629.8,191.96,1p_1/0_axnj_db_C
P1154,m1108298,S2,m,3,3-phase,40,12.19,-119.14226,46.66294902,74,196-36167,,128.8,39.26,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1155,n1138604,S2,n,3,3-phase,40,12.19,-119.1789819,46.67449602,75,l3143999,P1150,256.3,78.12,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1156,m1069348,S2,m,1,1-phase,35,10.67,-119.1765046,46.67331888,75,p827564,P1151,201.7,61.48,1ph-xx2_acsr2_acsr_C
P1157,l2803194,S2,l,1,1-phase,35,10.67,-119.1757489,46.66882476,75,m1069249,P1152,194.9,59.41,1p_1/0_axnj_db_C
P1158,l2821770,S2,l,1,1-phase,35,10.67,-119.1771442,46.66847192,75,n1139250,,431.9,131.64,1p_1/0_axnj_db_A
P1159,l2763812,S2,l,1,1-phase,35,10.67,-119.1826458,46.67344292,75,l2763811,P1153,330.7,100.8,1p_1/0_axnj_db_C
P1160,l2879773,S2,l,3,3-phase,40,12.19,-119.1416659,46.66417718,75,m1108298,P1154,304.0,92.66,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1161,p893610,S2,p,1,1-phase,35,10.67,-119.1424259,46.66299376,75,m1108298,P1154,33.4,10.18,1ph-x4_acsrx4_acsr_B
P1162,m1108299,S2,m,1,1-phase,35,10.67,-119.1420763,46.66296092,75,m1108298,P1154,35.3,10.76,1ph-x4_acsrx4_acsr_B
P1163,l3125349,S2,l,3,3-phase,40,12.19,-119.1793716,46.67529412,76,n1138604,P1155,197.8,60.29,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1164,m1069356,S2,m,1,1-phase,35,10.67,-119.174892,46.67364758,76,m1069348,P1156,317.9,96.9,1ph-xx2_acsr2_acsr_C
P1165,l3047073,S2,l,1,1-phase,35,10.67,-119.1763345,46.66967804,76,l2803194,P1157,289.8,88.33,1p_1/0_axnj_db_C
P1166,m1069247,S2,m,1,1-phase,35,10.67,-119.1760562,46.66830008,76,l2821770,P1158,246.5,75.13,1p_1/0_axnj_db_A
P1167,l2951995,S2,l,1,1-phase,35,10.67,-119.1838396,46.67511758,76,l2763812,P1159,607.7,185.23,1p_1/0_axnj_db_C
P1168,m1108302,S2,m,1,1-phase,35,10.67,-119.1438648,46.66337456,76,p893610,P1161,289.1,88.12,1ph-x4_acsrx4_acsr_B
P1169,m1108300,S2,m,1,1-phase,35,10.67,-119.1419602,46.6629684,76,m1108299,P1162,22.3,6.8,1ph-x4_acsrx4_acsr_B
P1170,n1138603,S2,n,3,3-phase,40,12.19,-119.1796167,46.67553444,77,l3125349,P1163,72.4,22.07,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1171,m1069363,S2,m,1,1-phase,35,10.67,-119.1737707,46.67384132,77,m1069356,P1164,219.3,66.84,1ph-xx2_acsr2_acsr_C
P1172,m1069250,S2,m,1,1-phase,35,10.67,-119.1739597,46.66832422,77,l3047073,P1165,697.3,212.54,1p_1/0_axnj_db_C
P1173,m1069248,S2,m,1,1-phase,35,10.67,-119.1739525,46.66830308,77,m1069247,P1166,402.9,122.8,1p_1/0_axnj_db_A
P1174,l3101194,S2,l,1,1-phase,35,10.67,-119.1843718,46.67307506,77,l2951995,P1167,496.6,151.36,1p_1/0_axnj_db_C
P1175,m1108311,S2,m,3,3-phase,40,12.19,-119.1413154,46.66541248,77,d6170302-1_int,,291.4,88.82,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1176,l3236011,S2,l,1,1-phase,35,10.67,-119.1443973,46.66313842,77,m1108302,P1168,115.5,35.2,1ph-x4_wpalx4_wpal_B
P1177,l2711234,S2,l,1,1-phase,35,10.67,-119.1407456,46.6630469,77,m1108300,P1169,233.3,71.11,1ph-x4_acsrx4_acsr_B
P1178,l3181545,S2,l,3,3-phase,40,12.19,-119.1804888,46.6763893,78,n1138603,P1170,257.7,78.55,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1179,m1069364,S2,m,1,1-phase,35,10.67,-119.1721876,46.67393236,78,m1069363,P1171,303.9,92.63,1ph-xx2_acsr2_acsr_C
P1180,l2690868,S2,l,1,1-phase,35,10.67,-119.1736994,46.66841764,78,m1069250,P1172,67.4,20.54,1p_1/0_axnj_db_C
P1181,l2915534,S2,l,1,1-phase,35,10.67,-119.1714005,46.66944892,78,m1069248,P1173,823.2,250.91,1p_1/0_axnj_db_A
P1182,l2862616,S2,l,1,1-phase,35,10.67,-119.1841694,46.6702289,78,l3101194,P1174,732.6,223.3,1p_1/0_axnj_db_C
P1183,m1108315,S2,m,3,3-phase,40,12.19,-119.1410774,46.66642506,78,m1108311,P1175,236.9,72.21,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1184,l2898526,S2,l,1,1-phase,35,10.67,-119.1417184,46.66530598,78,m1108311,P1175,81.0,24.69,1ph-xx2_acsr2_acsr_C
P1185,l3198358,S2,l,1,1-phase,35,10.67,-119.1458028,46.66426242,78,l3236011,P1176,372.9,113.66,1ph-x4_acsrx4_acsr_B
P1186,l3198355,S2,l,1,1-phase,35,10.67,-119.1387152,46.66317248,78,l2711234,P1177,389.9,118.84,1ph-x4_wpalx4_wpal_B
P1187,n1138599,S2,n,3,3-phase,40,12.19,-119.1814342,46.67682932,79,l3181545,P1178,207.3,63.19,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1188,m1069365,S2,m,1,1-phase,35,10.67,-119.1714056,46.67403438,79,m1069364,P1179,151.6,46.21,1ph-xx2_acsr2_acsr_C
P1189,p860843,S2,p,1,1-phase,35,10.67,-119.1409022,46.66650352,79,m1108315,P1183,38.1,11.61,1ph-xx4_acsr4_acsr_C
P1190,l2955081,S2,l,3,3-phase,40,12.19,-119.1405301,46.66769888,79,m1108315,P1183,310.7,94.7,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1191,n1230121,S2,n,1,1-phase,35,10.67,-119.1412283,46.66645826,79,m1108315,P1183,29.9,9.11,1ph-xx4_acsr4_acsr_C
P1192,l3104859,S2,l,1,1-phase,35,10.67,-119.1458602,46.66578042,79,l3198358,P1185,348.7,106.28,1ph-x4_acsrx4_acsr_B
P1193,l2805037,S2,l,1,1-phase,35,10.67,-119.1368216,46.66328612,79,l3198355,P1186,363.6,110.83,1ph-x4_wpalx4_wpal_B
P1194,m1069376,S2,m,3,3-phase,40,12.19,-119.1817633,46.67698248,80,n1138599,P1187,72.2,22.01,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1195,l3235243,S2,l,1,1-phase,35,10.67,-119.1700049,46.67408752,80,m1069365,P1188,268.5,81.84,1ph-xx2_acsr2_acsr_C
P1196,l3179682,S2,l,1,1-phase,35,10.67,-119.1403016,46.66677246,80,p860843,P1189,130.5,39.78,1ph-xx4_acsr4_acsr_C
P1197,m1108316,S2,m,1,1-phase,35,10.67,-119.1414781,46.66651192,80,n1230121,P1191,49.4,15.06,1ph-xx4_acsr4_acsr_C
P1198,l2970845,S2,l,1,1-phase,35,10.67,-119.1477075,46.6662574,80,l3104859,P1192,370.3,112.87,1ph-x2_acsrx2_acsr_B
P1199,p827563,S2,p,3,3-phase,40,12.19,-119.1819186,46.67702884,81,m1069376,P1194,31.6,9.63,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1200,n1138598,S2,n,3,3-phase,40,12.19,-119.1816787,46.6771822,81,m1069376,P1194,48.6,14.81,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1201,l2786274,S2,l,1,1-phase,35,10.67,-119.139946,46.6670352,81,l3179682,P1196,91.0,27.74,1ph-xx4_acsr4_acsr_C
P1202,m1125902,S2,m,3,3-phase,40,12.19,-119.138837,46.66861532,81,226-23751,,248.9,75.86,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1203,l2897771,S2,l,1,1-phase,35,10.67,-119.1491607,46.66593144,81,l2970845,P1198,288.2,87.84,1ph-x2_acsrx2_acsr_B
P1204,n1138595,S2,n,3,3-phase,40,12.19,-119.182027,46.67706116,82,p827563,P1199,22.0,6.71,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1205,l2822877,S2,l,3,3-phase,40,12.19,-119.1815458,46.67749578,82,n1138598,P1200,76.4,23.29,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1206,e183493,S2,e,3,3-phase,40,12.19,-119.1375278,46.66927454,82,m1125902,P1202,292.9,89.28,3ph_h-397_acsr397_acsr397_acsr2/0_acsr_ABC
P1207,p829986,S2,p,1,1-phase,35,10.67,-119.1387253,46.66871434,82,m1125902,P1202,31.2,9.51,1ph-2_acsrxx2_acsr_A
P1208,m3036167,S2,m,3,3-phase,40,12.19,-119.1838847,46.67771506,83,n1138595,P1204,386.8,117.9,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1209,m1069382,S2,m,3,3-phase,40,12.19,-119.1814177,46.67803888,83,l2822877,P1205,127.1,38.74,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1210,m1125904,S2,m,1,1-phase,35,10.67,-119.1384733,46.66893766,83,p829986,P1207,70.4,21.46,1ph-2_acsrxx2_acsr_A
P1211,m1108317,S2,m,1,1-phase,35,10.67,-119.142886,46.66670776,83,d6141147-1_int,,0.0,0.0,
P1212,l2973156,S2,l,3,3-phase,40,12.19,-119.1839325,46.67773502,84,m3036167,P1208,10.2,3.11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1213,l3085391,S2,l,3,3-phase,40,12.19,-119.1831714,46.6785778,84,m3036167,P1208,240.6,73.33,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1214,l2766741,S2,l,3,3-phase,40,12.19,-119.1812568,46.67890224,84,m1069382,P1209,200.6,61.14,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1215,n1142108,S2,n,1,1-phase,35,10.67,-119.1385928,46.66912196,84,m1125904,P1210,48.1,14.66,1ph-2_acsrxx2_acsr_A
P1216,m1125903,S2,m,1,1-phase,35,10.67,-119.1383961,46.66878874,84,m1125904,P1210,62.5,19.05,1ph-2_acsrxx2_acsr_A
P1217,l2820590,S2,l,1,1-phase,35,10.67,-119.1438432,46.66723026,84,m1108317,P1211,219.1,66.78,1ph-xx4_wpal4_wpal_C
P1218,e182722,S2,e,1,1-phase,35,10.67,-119.1808906,46.6781487,85,d6049822-1_int,,0.0,0.0,
P1219,m1069411,S2,m,3,3-phase,40,12.19,-119.1811115,46.6801419,85,l2766741,P1214,286.0,87.17,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1220,l2674051,S2,l,1,1-phase,35,10.67,-119.1391932,46.6700482,85,n1142108,P1215,241.7,73.67,1ph-2_acsrxx2_acsr_A
P1221,l2989565,S2,l,1,1-phase,35,10.67,-119.1383035,46.66858048,85,m1125903,P1216,51.0,15.54,1ph-2_acsrxx2_acsr_A
P1222,m1108328,S2,m,1,1-phase,35,10.67,-119.1438775,46.66802186,85,l2820590,P1217,181.9,55.44,1ph-xx4_acsr4_acsr_C
P1223,m1069393,S2,m,3,3-phase,40,12.19,-119.1854472,46.67881524,86,d6017295-1_int,,381.6,116.31,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1224,n1138596,S2,n,1,1-phase,35,10.67,-119.1807861,46.67823582,86,e182722,P1218,43.8,13.35,1ph-4_acsrxx4_acsr_A
P1225,l2991905,S2,l,1,1-phase,35,10.67,-119.1820663,46.68002402,86,m1069411,P1219,184.8,56.33,1ph-2_acsrxx2_acsr_A
P1226,n1138597,S2,n,3,3-phase,40,12.19,-119.1811156,46.68082616,86,m1069411,P1219,157.1,47.88,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1227,l2767414,S2,l,1,1-phase,35,10.67,-119.1445019,46.66802788,86,m1108328,P1222,119.6,36.45,1ph-xx2_acsr2_acsr_C
P1228,l3160878,S2,l,1,1-phase,35,10.67,-119.1436646,46.67099946,86,m1108328,P1222,684.9,208.76,1ph-xx4_acsr4_acsr_C
P1229,l2875754,S2,l,1,1-phase,35,10.67,-119.1435132,46.66802466,86,m1108328,P1222,69.8,21.28,1ph-xx2_acsr2_acsr_C
P1230,l3029501,S2,l,3,3-phase,40,12.19,-119.1867359,46.67767098,87,m1069393,P1223,362.2,110.4,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1231,m1069408,S2,m,1,1-phase,35,10.67,-119.1863686,46.67945118,87,m1069393,P1223,229.0,69.8,1ph-x4_acsrx4_acsr_B
P1232,l3254207,S2,l,1,1-phase,35,10.67,-119.1806341,46.67829462,87,n1138596,P1224,80.4,24.51,1ph-4_acsrxx4_acsr_A
P1233,m1069417,S2,m,3,3-phase,40,12.19,-119.1811183,46.68128024,87,n1138597,P1226,104.2,31.76,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1234,m1108331,S2,m,1,1-phase,35,10.67,-119.1460644,46.66875546,87,l2767414,P1227,478.0,145.69,1ph-xx4_acsr4_acsr_C
P1235,l2917336,S2,l,1,1-phase,35,10.67,-119.1436757,46.67377904,87,l3160878,P1228,638.5,194.61,1ph-xx4_acsr4_acsr_C
P1236,m3036165,S2,m,3,3-phase,40,12.19,-119.1867602,46.67765364,88,l3029501,P1230,6.1,1.86,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1237,l2897774,S2,l,1,1-phase,35,10.67,-119.1867765,46.67904294,88,m1069408,P1231,122.0,37.19,1ph-x4_acsrx4_acsr_B
P1238,l2822867,S2,l,1,1-phase,35,10.67,-119.1873511,46.68024962,88,m1069408,P1231,262.7,80.07,1ph-x4_acsrx4_acsr_B
P1239,m1069390,S2,m,1,1-phase,35,10.67,-119.1795402,46.6787348,88,l3254207,P1232,232.6,70.9,1ph-4_acsrxx4_acsr_A
P1240,m1069418,S2,m,3,3-phase,40,12.19,-119.1813828,46.68251502,88,m1069417,P1233,288.0,87.78,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1241,p901910,S2,p,1,1-phase,35,10.67,-119.1811919,46.68127504,88,m1069417,P1233,14.2,4.33,1ph-x2_acsrx1/0_tpx_B
P1242,m1108334,S2,m,1,1-phase,35,10.67,-119.1454317,46.67006432,88,m1108331,P1234,324.0,98.76,1ph-xx4_acsr4_acsr_C
P1243,l3045895,S2,l,1,1-phase,35,10.67,-119.1460991,46.66875336,88,m1108331,P1234,6.7,2.04,1ph-xx4_acsr4_acsr_C
P1244,m1108335,S2,m,1,1-phase,35,10.67,-119.1481365,46.67036946,88,m1108331,P1234,542.9,165.48,1ph-xx4_acsr4_acsr_C
P1245,l3235252,S2,l,1,1-phase,35,10.67,-119.1865418,46.6767382,89,m3036165,P1236,214.3,65.32,1ph-x2_acsrx2_acsr_B
P1246,l3197636,S2,l,3,3-phase,40,12.19,-119.1889259,46.67592808,89,m3036165,P1236,647.8,197.45,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1247,m1069412,S2,m,1,1-phase,35,10.67,-119.1873974,46.6802872,89,l2822867,P1238,12.4,3.78,1ph-x4_acsrx4_acsr_B
P1248,l2841618,S2,l,1,1-phase,35,10.67,-119.1796355,46.67808052,89,m1069390,P1239,151.3,46.12,1ph-4_acsrxx1/0_tpx_A
P1249,l2897801,S2,l,1,1-phase,35,10.67,-119.1788158,46.6785772,89,m1069390,P1239,143.4,43.71,1ph-4_acsrxx4_acsr_A
P1250,m1069419,S2,m,3,3-phase,40,12.19,-119.1816374,46.68317468,89,m1069418,P1240,159.1,48.49,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1251,n1139252,S2,n,1,1-phase,35,10.67,-119.1813075,46.68126694,89,p901910,P1241,22.2,6.77,1ph-x2_acsrx1/0_tpx_B
P1252,l2692664,S2,l,1,1-phase,35,10.67,-119.1448118,46.66984944,89,m1108334,P1242,128.6,39.2,1ph-xx4_acsr4_acsr_C
P1253,m1108329,S2,m,1,1-phase,35,10.67,-119.1476299,46.66866092,89,l3045895,P1243,293.9,89.58,1ph-xx4_acsr4_acsr_C
P1254,m1108340,S2,m,1,1-phase,35,10.67,-119.1507784,46.67219316,89,m1108335,P1244,658.0,200.56,1ph-xx4_acsr4_acsr_C
P1255,m1047424,S2,m,3,3-phase,40,12.19,-119.1889005,46.67463772,90,l3197636,P1246,296.3,90.31,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1256,l3066813,S2,l,1,1-phase,35,10.67,-119.1880796,46.6809619,90,m1069412,P1247,202.6,61.75,1ph-x4_acsrx4_acsr_B
P1257,l2879061,S2,l,1,1-phase,35,10.67,-119.1863969,46.6811161,90,m1069412,P1247,270.0,82.3,1ph-x4_acsrx4_acsr_B
P1258,m1069384,S2,m,1,1-phase,35,10.67,-119.1778916,46.67845644,90,l2897801,P1249,179.1,54.59,1ph-4_acsrxx4_acsr_A
P1259,m4277837,S2,m,3,3-phase,40,12.19,-119.1818539,46.68414362,90,m1069419,P1250,226.3,68.98,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1260,l3122812,S2,l,1,1-phase,35,10.67,-119.181414,46.6812595,90,n1139252,P1251,20.5,6.25,1ph-x2_acsrx1/0_tpx_B
P1261,l2935552,S2,l,1,1-phase,35,10.67,-119.1502413,46.66855586,90,m1108329,P1253,500.7,152.61,1ph-xx4_acsr4_acsr_C
P1262,m1108344,S2,m,1,1-phase,35,10.67,-119.1515398,46.67296574,90,m1108340,P1254,229.6,69.98,1ph-xx4_acsr4_acsr_C
P1263,l2916605,S2,l,1,1-phase,35,10.67,-119.1506986,46.67201574,90,m1108340,P1254,43.5,13.26,1ph-xx4_acsr4_acsr_C
P1264,l2822865,S2,l,1,1-phase,35,10.67,-119.1516388,46.67119534,90,m1108340,P1254,282.2,86.01,1ph-xx4_acsr4_acsr_C
P1265,l3085394,S2,l,1,1-phase,35,10.67,-119.1525115,46.67242054,90,m1108340,P1254,336.0,102.41,1ph-xx4_acsr4_acsr_C
P1266,l2691949,S2,l,3,3-phase,40,12.19,-119.1889304,46.6737102,91,m1047424,P1255,213.0,64.92,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1267,l3104127,S2,l,1,1-phase,35,10.67,-119.1896668,46.67443394,91,m1047424,P1255,154.0,46.94,1ph-x4_acsrx4_acsr_B
P1268,l2991910,S2,l,1,1-phase,35,10.67,-119.1892591,46.6817018,91,l3066813,P1256,282.6,86.14,1ph-x4_acsrx4_acsr_B
P1269,l2785514,S2,l,1,1-phase,35,10.67,-119.1768565,46.6791398,91,m1069384,P1258,252.8,77.05,1ph-4_acsrxx4_acsr_A
P1270,l3066805,S2,l,1,1-phase,35,10.67,-119.1772559,46.67823778,91,m1069384,P1258,131.7,40.14,1ph-4_wpalxx4_wpal_A
P1271,m1069420,S2,m,3,3-phase,40,12.19,-119.1814515,46.68653682,91,m4277837,P1259,559.3,170.47,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1272,l2804250,S2,l,1,1-phase,35,10.67,-119.1513134,46.67349664,91,m1108344,P1262,129.4,39.44,1ph-xx4_wpal1/0_tpx_C
P1273,m1108353,S2,m,1,1-phase,35,10.67,-119.1527697,46.67441722,91,m1108344,P1262,408.1,124.39,1ph-xx4_acsr4_acsr_C
P1274,l2916606,S2,l,1,1-phase,35,10.67,-119.152964,46.67119952,91,l2822865,P1264,253.8,77.36,1ph-xx4_acsr4_acsr_C
P1275,l2692000,S2,l,1,1-phase,35,10.67,-119.1902899,46.67257308,92,l2691949,P1266,506.6,154.41,1ph-x4_acsrx4_acsr_A
P1276,l2879072,S2,l,1,1-phase,35,10.67,-119.1897367,46.68221122,92,l2991910,P1268,148.5,45.26,1ph-x4_acsrx4_acsr_B
P1277,l3235244,S2,l,1,1-phase,35,10.67,-119.1758417,46.67912556,92,l2785514,P1269,214.4,65.35,1ph-4_acsrxx4_acsr_A
P1278,p827499,S2,p,1,1-phase,35,10.67,-119.181539,46.68661892,92,m1069420,P1271,25.2,7.68,1ph-4_acsrxx4_acsr_A
P1279,l2935549,S2,l,3,3-phase,40,12.19,-119.1810084,46.68785836,92,m1069420,P1271,315.0,96.01,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1280,l2820583,S2,l,1,1-phase,35,10.67,-119.150861,46.67440946,92,l2804250,P1272,226.8,69.13,1ph-xx4_wpal4_wpal_C
P1281,l3048205,S2,l,1,1-phase,35,10.67,-119.1535682,46.67543616,92,m1108353,P1273,279.5,85.19,1ph-xx4_acsr4_wpal_C
P1282,l2822864,S2,l,1,1-phase,35,10.67,-119.1538103,46.67067124,92,l2916606,P1274,202.4,61.69,1ph-xx4_acsr4_acsr_C
P1283,m1047441,S2,m,1,1-phase,35,10.67,-119.193657,46.6823917,93,l2879072,P1276,755.8,230.37,1ph-x4_wpalx4_acsr_B
P1284,m1069398,S2,m,1,1-phase,35,10.67,-119.1747867,46.67894278,93,l3235244,P1277,206.4,62.91,1ph-4_acsrxx4_acsr_A
P1285,n1139254,S2,n,1,1-phase,35,10.67,-119.1816115,46.686687,93,p827499,P1278,20.9,6.37,1ph-4_acsrxx4_acsr_A
P1286,m1069424,S2,m,3,3-phase,40,12.19,-119.1806455,46.68908778,93,l2935549,P1279,290.7,88.61,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1287,m1108354,S2,m,1,1-phase,35,10.67,-119.1483119,46.67454264,93,l2820583,P1280,505.6,154.11,1ph-xx4_acsr4_acsr_C
P1288,m1108361,S2,m,1,1-phase,35,10.67,-119.1554046,46.67777932,93,l3048205,P1281,642.8,195.93,1ph-xx4_acsr4_wpal_C
P1289,l3197635,S2,l,1,1-phase,35,10.67,-119.1927229,46.68200776,94,m1047441,P1283,199.4,60.78,1ph-x4_acsrx4_acsr_B
P1290,m1047442,S2,m,1,1-phase,35,10.67,-119.1943722,46.6824748,94,m1047441,P1283,138.3,42.15,1ph-x4_wpalx4_acsr_B
P1291,l2804258,S2,l,1,1-phase,35,10.67,-119.193816,46.68157196,94,m1047441,P1283,190.6,58.09,1ph-x4_acsrx4_acsr_B
P1292,l3010559,S2,l,1,1-phase,35,10.67,-119.1748941,46.67746664,94,m1069398,P1284,339.5,103.48,1ph-4_acsrxx4_acsr_A
P1293,l2785513,S2,l,1,1-phase,35,10.67,-119.1736643,46.67875796,94,m1069398,P1284,219.1,66.78,1ph-4_acsrxx4_acsr_A
P1294,l3160101,S2,l,1,1-phase,35,10.67,-119.1746816,46.68026268,94,m1069398,P1284,303.7,92.57,1ph-4_acsrxx4_acsr_A
P1295,l3122811,S2,l,1,1-phase,35,10.67,-119.1819256,46.68698204,94,n1139254,P1285,90.6,27.61,1ph-4_acsrxx4_acsr_A
P1296,m1069428,S2,m,3,3-phase,40,12.19,-119.1803212,46.69014942,94,m1069424,P1286,251.5,76.66,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr_ABC
P1297,n1139255,S2,n,1,1-phase,35,10.67,-119.1808283,46.68908666,94,m1069424,P1286,35.0,10.67,1ph-2_acsrxx2_acsr_A
P1298,m1108350,S2,m,1,1-phase,35,10.67,-119.1470415,46.6741904,94,m1108354,P1287,256.4,78.15,1ph-xx4_acsr4_acsr_C
P1299,m1089155,S2,m,1,1-phase,35,10.67,-119.155926,46.67954544,94,m1108361,P1288,417.6,127.28,1ph-xx4_acsr4_wpal_C
P1300,l3048228,S2,l,1,1-phase,35,10.67,-119.1548812,46.67795146,94,m1108361,P1288,107.7,32.83,1ph-xx2_acsr2_acsr_C
P1301,l3235250,S2,l,1,1-phase,35,10.67,-119.1952292,46.68305676,95,m1047442,P1290,211.6,64.5,1ph-x4_wpalx4_wpal_B
P1302,m1047444,S2,m,1,1-phase,35,10.67,-119.1948608,46.68337004,95,m1047442,P1290,225.8,68.82,1ph-x4_wpalx4_acsr_B
P1303,p827576,S2,p,1,1-phase,35,10.67,-119.180467,46.69008874,95,m1069428,P1296,31.2,9.51,1ph-x2_acsrx2_acsr_B
P1304,n1139257,S2,n,1,1-phase,35,10.67,-119.1805801,46.69024328,95,m1069428,P1296,54.1,16.49,1ph-x2_acsrx1/0_tpx_B
P1305,p827500,S2,p,1,1-phase,35,10.67,-119.1808925,46.68908626,95,n1139255,P1297,12.3,3.75,1ph-2_acsrxx2_acsr_A
P1306,l3198356,S2,l,1,1-phase,35,10.67,-119.1460586,46.67363398,95,m1108350,P1298,227.5,69.34,1ph-xx2_acsr2_acsr_C
P1307,m1108360,S2,m,1,1-phase,35,10.67,-119.1481591,46.67723936,95,m1108350,P1298,780.2,237.8,1ph-xx4_acsr4_acsr_C
P1308,m1089158,S2,m,1,1-phase,35,10.67,-119.1563608,46.68095476,95,m1089155,P1299,334.1,101.83,1ph-xx4_acsr4_wpal_C
P1309,m3037540,S2,m,1,1-phase,35,10.67,-119.1547116,46.67979154,95,m1089155,P1299,239.3,72.94,1ph-xx4_acsr4_acsr_C
P1310,l2935550,S2,l,1,1-phase,35,10.67,-119.157091,46.68014298,95,m1089155,P1299,261.9,79.83,1ph-xx4_acsr4_acsr_C
P1311,l2991940,S2,l,1,1-phase,35,10.67,-119.1534392,46.67843642,95,l3048228,P1300,297.8,90.77,1ph-xx2_acsr2_acsr_C
P1312,m1047447,S2,m,1,1-phase,35,10.67,-119.1973043,46.6841149,96,m1047444,P1302,498.2,151.85,1ph-x4_acsrx4_acsr_B
P1313,n1139256,S2,n,1,1-phase,35,10.67,-119.1806144,46.6900274,96,p827576,P1303,31.6,9.63,1ph-x2_acsrx2_acsr_B
P1314,l3029518,S2,l,1,1-phase,35,10.67,-119.1810084,46.69039854,96,n1139257,P1304,89.4,27.25,1ph-x2_acsrx1/0_tpx_B
P1315,l2822861,S2,l,1,1-phase,35,10.67,-119.1825745,46.68909466,96,p827500,P1305,322.2,98.21,1ph-2_acsrxx2_acsr_A
P1316,m1108345,S2,m,1,1-phase,35,10.67,-119.145279,46.67305634,96,l3198356,P1306,199.7,60.87,1ph-xx2_acsr2_acsr_C
P1317,l3048968,S2,l,1,1-phase,35,10.67,-119.1484469,46.67798744,96,m1108360,P1307,180.4,54.99,1ph-xx4_acsr4_acsr_C
P1318,m1089162,S2,m,1,1-phase,35,10.67,-119.1573215,46.6833981,96,m1089158,P1308,590.3,179.92,1ph-xx4_acsr4_acsr_C
